Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
350-U1437E-29R-4-A,350,U1437,E,29,29-4,R,4,A,0.0,71.0,1334.1,1334.81,VI,,,,tuffaceous,mudstone [2014],with lapilli-tuff [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli-tuff,mudstone with lapilli-tuff,,dark gray,,silt [W22_1],2.0,pebble [W22_2],9.0,,planar,sharp,horizontal,,,,convolute bedded,,,,,,vitric [2014],lithic [2014],,"volcanic, evolved [2014]",sub-rounded,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437E-29R-4-A,350,U1437,E,29,29-4,R,4,A,71.0,86.0,1334.81,1334.96,VI,,,,,tuff [2014],with mudstone [2014],tuff,tuff with mudstone,tuff with mudstone,,dark gray,,fine sand [W22_2],4.0,coarse sand [W22_2],6.0,,curviplanar,sharp,sub-horizontal,,,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-29R-4-A,350,U1437,E,29,29-4,R,4,A,86.0,88.0,1334.96,1334.98,VI,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,curviplanar,diffuse,sub-horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-29R-4-A,350,U1437,E,29,29-4,R,4,A,88.0,113.0,1334.98,1335.23,VI,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,fine sand [W22_2],4.0,fine sand [W22_2],4.0,,irregular,diffuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-29R-4-A,350,U1437,E,29,29-4,R,4,A,113.0,134.0,1335.23,1335.44,VI,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-29R-4-A,350,U1437,E,29,29-4,R,4,A,134.0,150.0,1335.44,1335.6,VI,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-29R-5-A,350,U1437,E,29,29-5,R,5,A,0.0,29.0,1335.6,1335.89,VI,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,lapilli lense at 15-16 cm,irregular,diffuse,inclined,,,,convolute bedded,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-29R-5-A,350,U1437,E,29,29-5,R,5,A,29.0,102.0,1335.89,1336.62,VI,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2.0,fine sand [W22_2],4.0,some lapilli at 30 cm,,not recovered,,,,non-graded,,none [DB86],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-30R-1-A,350,U1437,E,30,30-1,R,1,A,0.0,49.0,1339.5,1339.99,VI,,,,"matrix-supported, polymictic",lapilli-tuff [2014],,"matrix-supported, polymictic lapilli-tuff","matrix-supported, polymictic lapilli-tuff",lapilli-tuff,,dark green,consolidated [2014],granule [W22_2],8.0,pebble [W22_2],9.0,,,gradational,,,poor [2014],normally graded,,,,,,,,,,,,,,,,scoria [2014],,pumice [2014],,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-1-A,350,U1437,E,30,30-1,R,1,A,49.0,75.0,1339.99,1340.25,VI,,,,"clast-supported, polymictic",lapillistone [2014],,"clast-supported, polymictic lapillistone","clast-supported, polymictic lapillistone",lapillistone,,dark green,consolidated [2014],pebble [W22_2],9.0,,,,,gradational,,,moderate [2014],normally graded,,,,,,,,,,,,,,,,scoria [2014],,pumice [2014],,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-1-A,350,U1437,E,30,30-1,R,1,A,75.0,80.0,1340.25,1340.3,VI,,,,"clast-supported, polymictic",lapilli-tuff [2014],,"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff",lapilli-tuff,,dark green,consolidated [2014],pebble [W22_2],9.0,,,,,gradational,,,moderate [2014],,,,,,,,,,,,,,,,,scoria [2014],,pumice [2014],,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-1-A,350,U1437,E,30,30-1,R,1,A,80.0,103.0,1340.3,1340.53,VI,,,,"matrix-supported, polymictic",lapilli-tuff [2014],,"matrix-supported, polymictic lapilli-tuff","matrix-supported, polymictic lapilli-tuff",lapilli-tuff,,dark green,consolidated [2014],granule [W22_2],8.0,,,,,,,,moderate [2014],normally graded,,,,,,,,,,,,,,,,scoria [2014],,pumice [2014],,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-2-A,350,U1437,E,30,30-2,R,2,A,0.0,2.0,1340.53,1340.55,VI,,,,"clast-supported, polymictic",lapilli-tuff [2014],,"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff",lapilli-tuff,,gray,,granule [W22_2],8.0,,,,irregular,sharp,,,moderate [2014],,,,,,,,vitric [2014],,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],lithic matrix [2014],,,,,,,
350-U1437E-30R-2-A,350,U1437,E,30,30-2,R,2,A,2.0,61.0,1340.55,1341.14,VI,0.0,,,closely intercalated,mudstone [2014],with tuff [2014],closely intercalated mudstone,closely intercalated mudstone with tuff,mudstone with tuff,,gray,,silt [W22_1],2.0,granule [W22_2],8.0,,irregular,sharp,,,moderate [2014],,,,,,,,vitric [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-30R-2-A,350,U1437,E,30,30-2,R,2,A,2.0,61.0,1340.55,1341.14,VI,1.0,intercalated 1,70.0,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,70.0,,,silt [W22_1],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-30R-2-A,350,U1437,E,30,30-2,R,2,A,2.0,61.0,1340.55,1341.14,VI,2.0,intercalated 2,30.0,,tuff [2014],,tuff,tuff,tuff,30.0,,,silt [W22_1],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-2-A,350,U1437,E,30,30-2,R,2,A,61.0,71.0,1341.14,1341.24,VI,,,,"clast-supported, polymictic",lapilli-tuff [2014],,"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff",lapilli-tuff,,gray,,granule [W22_2],8.0,,,,irregular,sharp,,,well [2014],,,,,,,,vitric [2014],,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-30R-2-A,350,U1437,E,30,30-2,R,2,A,71.0,78.0,1341.24,1341.31,VI,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2.0,,,,irregular,sharp,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-30R-2-A,350,U1437,E,30,30-2,R,2,A,78.0,85.0,1341.31,1341.38,VI,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2.0,,,,planar,sharp,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-30R-2-A,350,U1437,E,30,30-2,R,2,A,85.0,119.0,1341.38,1341.72,VI,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2.0,granule [W22_2],8.0,,irregular,sharp,,,well [2014],,,,,,,,vitric [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-30R-2-A,350,U1437,E,30,30-2,R,2,A,119.0,125.0,1341.72,1341.78,VI,,,,"clast-supported, polymictic",lapilli-tuff [2014],,"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff",lapilli-tuff,,gray,,granule [W22_2],8.0,,,,,,,,well [2014],,,,,,,,vitric [2014],,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-30R-3-A,350,U1437,E,30,30-3,R,3,A,0.0,20.0,1341.78,1341.98,VI,,,,"matrix-supported, polymictic",lapilli-tuff [2014],,"matrix-supported, polymictic lapilli-tuff","matrix-supported, polymictic lapilli-tuff",lapilli-tuff,,gray,,medium sand [W22_2],5.0,granule [W22_2],8.0,,planar,sharp,inclined,,moderate [2014],,stratification,,,,,,vitric [2014],,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-30R-3-A,350,U1437,E,30,30-3,R,3,A,20.0,38.0,1341.98,1342.16,VI,,,,,tuff [2014],with lapilli [2014],tuff,tuff with lapilli,tuff with lapilli,,gray,,fine sand [W22_2],4.0,granule [W22_2],8.0,,irregular,sharp,inclined,,well [2014],,,,,,,,vitric [2014],,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-3-A,350,U1437,E,30,30-3,R,3,A,38.0,47.0,1342.16,1342.25,VI,,,,"matrix-supported, polymictic",lapilli-tuff [2014],,"matrix-supported, polymictic lapilli-tuff","matrix-supported, polymictic lapilli-tuff",lapilli-tuff,,light gray,,medium sand [W22_2],5.0,pebble [W22_2],9.0,with soft folds,irregular,sharp,inclined,,poor [2014],,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,fiamme [2014],sub-rounded,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-30R-3-A,350,U1437,E,30,30-3,R,3,A,47.0,61.0,1342.25,1342.39,VI,,,,,tuff [2014],,tuff,tuff,tuff,,gray,,silt [W22_1],2.0,medium sand [W22_2],5.0,,irregular,diffuse,inclined,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-3-A,350,U1437,E,30,30-3,R,3,A,61.0,66.0,1342.39,1342.44,VI,,,,"matrix-supported, polymictic",lapilli-tuff [2014],,"matrix-supported, polymictic lapilli-tuff","matrix-supported, polymictic lapilli-tuff",lapilli-tuff,,gray,,medium sand [W22_2],5.0,granule [W22_2],8.0,,irregular,sharp,inclined,,poor [2014],,,,,,,,vitric [2014],,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-3-A,350,U1437,E,30,30-3,R,3,A,66.0,74.0,1342.44,1342.52,VI,,,,,tuff [2014],,tuff,tuff,tuff,,gray,,silt [W22_1],2.0,medium sand [W22_2],5.0,,irregular,diffuse,inclined,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-3-A,350,U1437,E,30,30-3,R,3,A,74.0,76.0,1342.52,1342.54,VI,,,,"matrix-supported, polymictic",lapilli-tuff [2014],,"matrix-supported, polymictic lapilli-tuff","matrix-supported, polymictic lapilli-tuff",lapilli-tuff,,gray,,medium sand [W22_2],5.0,granule [W22_2],8.0,,irregular,sharp,inclined,,poor [2014],,,,,,,,vitric [2014],,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-3-A,350,U1437,E,30,30-3,R,3,A,76.0,85.0,1342.54,1342.63,VI,,,,,tuff [2014],,tuff,tuff,tuff,,gray,,silt [W22_1],2.0,medium sand [W22_2],5.0,,irregular,diffuse,inclined,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-3-A,350,U1437,E,30,30-3,R,3,A,85.0,88.0,1342.63,1342.66,VI,,,,"matrix-supported, polymictic",lapilli-tuff [2014],,"matrix-supported, polymictic lapilli-tuff","matrix-supported, polymictic lapilli-tuff",lapilli-tuff,,light gray,,medium sand [W22_2],5.0,pebble [W22_2],9.0,,irregular,sharp,inclined,,poor [2014],,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,fiamme [2014],sub-rounded,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-30R-3-A,350,U1437,E,30,30-3,R,3,A,88.0,104.0,1342.66,1342.82,VI,,,,,tuff [2014],,tuff,tuff,tuff,,gray,,silt [W22_1],2.0,medium sand [W22_2],5.0,,irregular,diffuse,inclined,,poor [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-3-A,350,U1437,E,30,30-3,R,3,A,104.0,120.0,1342.82,1342.98,VI,,,,"clast-supported, polymictic",lapilli-tuff [2014],,"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff",lapilli-tuff,,gray,,coarse sand [W22_2],6.0,granule [W22_2],8.0,with soft sediment deformation,,,,,poor [2014],,,,,,,,vitric [2014],,,,,,,,,pumice [2014],rounded,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-30R-4-A,350,U1437,E,30,30-4,R,4,A,0.0,3.0,1342.98,1343.01,VI,,,,,tuff [2014],with lapilli [2014],tuff,tuff with lapilli,tuff with lapilli,,dark green,,coarse sand [W22_2],6.0,granule [W22_2],8.0,,irregular,gradational,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-4-A,350,U1437,E,30,30-4,R,4,A,3.0,8.0,1343.01,1343.06,VI,,,,,tuff [2014],,tuff,tuff,tuff,,gray,,very fine sand [W22_2],3.0,medium sand [W22_2],5.0,,irregular,gradational,,,moderate [2014],normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-4-A,350,U1437,E,30,30-4,R,4,A,8.0,26.0,1343.06,1343.24,VI,,,,,tuff [2014],,tuff,tuff,tuff,,gray,,very fine sand [W22_2],3.0,coarse sand [W22_2],6.0,,irregular,gradational,,,moderate [2014],normally coarse-tail graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-4-A,350,U1437,E,30,30-4,R,4,A,26.0,45.0,1343.24,1343.43,VI,,,,,tuff [2014],with lapilli [2014],tuff,tuff with lapilli,tuff with lapilli,,gray,,medium sand [W22_2],5.0,pebble [W22_2],9.0,,irregular,diffuse,,,poor [2014],normally graded,,,,,,,,,,,,,,,,scoria [2014],,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-4-A,350,U1437,E,30,30-4,R,4,A,45.0,79.0,1343.43,1343.77,VI,,,,"matrix-supported, polymictic",lapilli-tuff [2014],,"matrix-supported, polymictic lapilli-tuff","matrix-supported, polymictic lapilli-tuff",lapilli-tuff,,dark green,,granule [W22_2],8.0,cobble [W22_2],10.0,,,,,,poor [2014],reversely coarse-tail graded,,,,,,,,,,,,,,,,scoria [2014],,pumice [2014],,fiamme [2014],,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-5-A,350,U1437,E,30,30-5,R,5,A,0.0,4.0,1343.77,1343.81,VI,,,,"matrix-supported, monomictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, monomictic, evolved lapilli-tuff","matrix-supported, monomictic, evolved lapilli-tuff",lapilli-tuff,,dark green,,granule [W22_2],8.0,pebble [W22_2],9.0,,,sharp to gradational,,,well [2014],,,,,,,,vitric [2014],,,,,,,,,pumice [2014],angular,scoria [2014],sub-rounded,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-30R-5-A,350,U1437,E,30,30-5,R,5,A,4.0,147.0,1343.81,1345.24,VI,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,fine sand [W22_2],4.0,medium sand [W22_2],5.0,soft sediment deformation of multiple domains,,not recovered,,,moderate [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-30R-6-A,350,U1437,E,30,30-6,R,6,A,0.0,43.0,1345.24,1345.67,VI,,,,,tuff [2014],,tuff,tuff,tuff,,gray,,very fine sand [W22_2],3.0,fine sand [W22_2],4.0,,irregular,sharp,inclined,,poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-30R-6-A,350,U1437,E,30,30-6,R,6,A,43.0,100.0,1345.67,1346.24,VI,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2.0,very fine sand [W22_2],3.0,,irregular,sharp,inclined,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-30R-6-A,350,U1437,E,30,30-6,R,6,A,100.0,121.0,1346.24,1346.45,VI,,,,,tuff [2014],with lapilli [2014],tuff,tuff with lapilli,tuff with lapilli,,dark green,,medium sand [W22_2],5.0,coarse sand [W22_2],6.0,,,gradational,,,moderate [2014],normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-30R-6-A,350,U1437,E,30,30-6,R,6,A,121.0,126.0,1346.45,1346.5,VI,,,,"matrix-supported, polymictic",lapilli-tuff [2014],,"matrix-supported, polymictic lapilli-tuff","matrix-supported, polymictic lapilli-tuff",lapilli-tuff,,dark green,,coarse sand [W22_2],6.0,pebble [W22_2],9.0,,,diffuse,,,poor [2014],,,,,,,,,,,,,,,,,scoria [2014],,pumice [2014],,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-30R-6-A,350,U1437,E,30,30-6,R,6,A,126.0,141.0,1346.5,1346.65,VI,,,,,tuff [2014],with lapilli [2014],tuff,tuff with lapilli,tuff with lapilli,,dark green,,medium sand [W22_2],5.0,coarse sand [W22_2],6.0,,,gradational,,,moderate [2014],normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-30R-7-A,350,U1437,E,30,30-7,R,7,A,0.0,93.0,1346.65,1347.58,VI,,,,"clast-supported, polymictic",lapilli-tuff [2014],,"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff",lapilli-tuff,,gray,,coarse sand [W22_2],6.0,pebble [W22_2],9.0,,,,,,moderate [2014],,stratification,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,scoria [2014],sub-rounded,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-30R-8-A,350,U1437,E,30,30-8,R,8,A,0.0,60.0,1347.58,1348.18,VI,,,,"clast-supported, polymictic",lapilli-tuff [2014],,"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff",lapilli-tuff,,gray,,coarse sand [W22_2],6.0,granule [W22_2],8.0,,,,,,moderate [2014],,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,scoria [2014],sub-rounded,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-30R-CC-A,350,U1437,E,30,30-CC,R,CC,A,0.0,20.0,1348.18,1348.38,VI,,,,"clast-supported, polymictic",lapilli-tuff [2014],,"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff",lapilli-tuff,,gray,,coarse sand [W22_2],6.0,granule [W22_2],8.0,,,,,,moderate [2014],,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,scoria [2014],sub-rounded,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-31R-1-A,350,U1437,E,31,31-1,R,1,A,0.0,134.0,1349.2,1350.54,VI,,,,"clast-supported, polymictic",lapilli-tuff [2014],,"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff",lapilli-tuff,,greenish gray,,granule [W22_2],8.0,pebble [W22_2],9.0,,,,,,well [2014],,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,scoria [2014],sub-rounded,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-31R-2-A,350,U1437,E,31,31-2,R,2,A,0.0,140.0,1350.54,1351.94,VI,,,,"clast-supported, polymictic",lapilli-tuff [2014],,"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff",lapilli-tuff,,greenish gray,,granule [W22_2],8.0,pebble [W22_2],9.0,,,,,,poor [2014],reversely coarse-tail graded,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,scoria [2014],sub-rounded,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-31R-3-A,350,U1437,E,31,31-3,R,3,A,0.0,87.0,1351.94,1352.81,VI,,,,"clast-supported, polymictic",lapilli-tuff [2014],,"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff",lapilli-tuff,,dark green,,granule [W22_2],8.0,pebble [W22_2],9.0,,irregular,sharp,inclined,,,reversely graded,,,,,,,vitric [2014],lithic [2014],,"volcanic, mafic [2014]",,,,,,scoria [2014],,pumice [2014],,fiamme [2014],,,,,,,,,crystal matrix [2014],,,,,,,,,
350-U1437E-31R-3-A,350,U1437,E,31,31-3,R,3,A,87.0,118.0,1352.81,1353.12,VI,,,,,tuff [2014],with mudstone [2014],tuff,tuff with mudstone,tuff with mudstone,,dark gray,,fine sand [W22_2],4.0,fine sand [W22_2],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-31R-4-A,350,U1437,E,31,31-4,R,4,A,0.0,6.0,1353.12,1353.18,VI,,,,,tuff [2014],with mudstone [2014],tuff,tuff with mudstone,tuff with mudstone,,dark gray,,fine sand [W22_2],4.0,silt [W22_1],2.0,,irregular,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-31R-4-A,350,U1437,E,31,31-4,R,4,A,6.0,82.0,1353.18,1353.94,VI,,,,"clast-supported, polymictic",lapilli-tuff [2014],,"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff",lapilli-tuff,,greenish gray,,granule [W22_2],8.0,cobble [W22_2],10.0,,,,,,well [2014],,,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,scoria [2014],sub-rounded,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-31R-5-A,350,U1437,E,31,31-5,R,5,A,0.0,87.0,1353.94,1354.81,VI,,,,"clast-supported, polymictic",lapilli-tuff [2014],,"clast-supported, polymictic lapilli-tuff","clast-supported, polymictic lapilli-tuff",lapilli-tuff,,dark green,,granule [W22_2],8.0,pebble [W22_2],9.0,,,,,,well [2014],reversely graded,stratification,,,,,,vitric [2014],lithic [2014],,,,,,,,scoria [2014],,pumice [2014],,fiamme [2014],,,,,,,,,crystal matrix [2014],,,,,,,,,
350-U1437E-32R-1-A,350,U1437,E,32,32-1,R,1,A,0.0,139.0,1359.0,1360.39,VI,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2.0,coarse sand [W22_2],6.0,,irregular,sharp to gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-32R-1-A,350,U1437,E,32,32-1,R,1,A,139.0,148.0,1360.39,1360.48,VI,,,,"matrix-supported, monomictic, evolved [2014]",lapilli-tuff [2014],with fiamme [2014],"matrix-supported, monomictic, evolved lapilli-tuff","matrix-supported, monomictic, evolved lapilli-tuff with fiamme",lapilli-tuff with fiamme,,light green,,medium sand [W22_2],5.0,granule [W22_2],8.0,,,not recovered,,,,,,,,,,,vitric [2014],,,,,,,,,fiamme [2014],angular,,,,,,,,,,,,,,,,,,,,,
350-U1437E-32R-2-A,350,U1437,E,32,32-2,R,2,A,0.0,30.0,1360.48,1360.78,VI,,,,"matrix-supported, monomictic, evolved [2014]",lapilli-tuff [2014],with fiamme [2014],"matrix-supported, monomictic, evolved lapilli-tuff","matrix-supported, monomictic, evolved lapilli-tuff with fiamme",lapilli-tuff with fiamme,,light green,,medium sand [W22_2],5.0,pebble [W22_2],9.0,,irregular,sharp to gradational,inclined,,,,,,,,,,vitric [2014],,,,,,,,,fiamme [2014],angular,,,,,,,,,,,,,,,,,,,,,
350-U1437E-32R-2-A,350,U1437,E,32,32-2,R,2,A,30.0,37.0,1360.78,1360.85,VI,,,,,tuff [2014],,tuff,tuff,tuff,,dark brown,,fine sand [W22_2],4.0,fine sand [W22_2],4.0,,irregular,sharp to gradational,inclined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-32R-2-A,350,U1437,E,32,32-2,R,2,A,37.0,94.0,1360.85,1361.42,VI,,,,"matrix-supported, monomictic, evolved [2014]",lapilli-tuff [2014],,"matrix-supported, monomictic, evolved lapilli-tuff","matrix-supported, monomictic, evolved lapilli-tuff",lapilli-tuff,,gray,,fine sand [W22_2],4.0,pebble [W22_2],9.0,,curviplanar,sharp,horizontal,,,reversely coarse-tail graded,stratification,,,,,,vitric [2014],,,,,,,,,pumice [2014],sub-rounded,,,,,,,,,,,,,,,,,,,,,
350-U1437E-32R-2-A,350,U1437,E,32,32-2,R,2,A,94.0,101.0,1361.42,1361.49,VI,,,,,tuff [2014],,tuff,tuff,tuff,,gray,,fine sand [W22_2],4.0,fine sand [W22_2],4.0,,planar,diffuse,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
